raceId,driverId,lap,position,time,milliseconds
900,3,1,1,01:42.0,102038
900,3,2,1,01:37.7,97687
900,3,3,1,01:35.8,95765
900,3,4,1,01:34.9,94939
900,3,5,1,01:35.4,95438
900,3,6,1,01:35.0,94977
900,3,7,1,01:35.4,95417
900,3,8,1,01:34.5,94550
900,3,9,1,01:34.2,94217
900,3,10,1,01:34.4,94364
900,3,11,1,01:35.2,95185
900,3,12,1,02:14.3,134269
900,3,13,1,02:30.0,149953
900,3,14,1,02:21.2,141208
900,3,15,1,02:14.5,134486
900,3,16,1,01:34.0,93976
900,3,17,1,01:34.0,94040
900,3,18,1,01:33.2,93195
900,3,19,1,01:32.5,92478
900,3,20,1,01:33.3,93331
900,3,21,1,01:32.8,92839
900,3,22,1,01:33.1,93144
900,3,23,1,01:33.2,93213
900,3,24,1,01:33.9,93936
900,3,25,1,01:33.9,93941
900,3,26,1,01:34.5,94539
900,3,27,1,01:35.6,95588
900,3,28,1,01:35.4,95416
900,3,29,1,01:34.1,94069
900,3,30,1,01:34.9,94946
900,3,31,1,01:34.3,94272
900,3,32,1,01:35.3,95305
900,3,33,1,01:34.1,94088
900,3,34,1,01:34.0,93979
900,3,35,1,01:34.0,93981
900,3,36,1,01:34.5,94464
900,3,37,1,01:35.2,95190
900,3,38,1,01:55.2,115194
900,3,39,1,01:41.4,101375
900,3,40,1,01:33.4,93394
900,3,41,1,01:33.2,93243
900,3,42,1,01:33.3,93286
900,3,43,1,01:32.7,92672
900,3,44,1,01:32.8,92786
900,3,45,1,01:34.1,94137
900,3,46,1,01:33.1,93148
900,3,47,1,01:33.5,93498
900,3,48,1,01:32.7,92704
900,3,49,1,01:32.8,92800
900,3,50,1,01:32.8,92757
900,3,51,1,01:33.9,93863
900,3,52,1,01:33.0,93001
900,3,53,1,01:33.0,93026
900,3,54,1,01:33.1,93052
900,3,55,1,01:33.2,93185
900,3,56,1,01:33.3,93309
900,3,57,1,01:33.9,93857
900,817,1,2,01:43.5,103549
900,817,2,2,01:37.5,97459
900,817,3,2,01:36.3,96321
900,817,4,2,01:36.0,95966
900,817,5,2,01:36.7,96665
900,817,6,2,01:35.5,95480
900,817,7,2,01:35.3,95324
900,817,8,2,01:35.1,95088
900,817,9,2,01:35.0,95045
900,817,10,2,01:35.1,95060
900,817,11,2,01:36.3,96339
900,817,12,2,02:15.2,135227
900,817,13,2,02:22.5,142548
900,817,14,2,02:20.7,140721
900,817,15,2,02:14.5,134525
900,817,16,2,01:35.4,95415
900,817,17,2,01:34.1,94066
900,817,18,2,01:33.9,93883
900,817,19,2,01:34.0,93969
900,817,20,2,01:34.1,94140
900,817,21,2,01:33.8,93816
900,817,22,2,01:33.8,93826
900,817,23,2,01:34.3,94258
900,817,24,2,01:34.8,94804
900,817,25,2,01:35.3,95277
900,817,26,2,01:34.9,94873
900,817,27,2,01:35.1,95099
900,817,28,2,01:35.0,94968
900,817,29,2,01:35.1,95113
900,817,30,2,01:36.0,95976
900,817,31,2,01:35.4,95448
900,817,32,2,01:36.5,96539
900,817,33,2,01:35.0,95030
900,817,34,2,01:35.6,95646
900,817,35,2,01:35.3,95284
900,817,36,3,01:53.3,113313
900,817,37,3,01:42.4,102360
900,817,38,2,01:34.7,94669
900,817,39,2,01:34.0,94044
900,817,40,2,01:33.8,93754
900,817,41,2,01:33.6,93557
900,817,42,2,01:33.3,93251
900,817,43,2,01:33.9,93902
900,817,44,2,01:33.3,93292
900,817,45,2,01:33.9,93942
900,817,46,2,01:34.7,94683
900,817,47,2,01:35.3,95255
900,817,48,2,01:33.7,93740
900,817,49,2,01:33.1,93066
900,817,50,2,01:33.2,93231
900,817,51,2,01:33.3,93335
900,817,52,2,01:33.1,93149
900,817,53,2,01:33.5,93468
900,817,54,2,01:33.4,93425
900,817,55,2,01:33.4,93367
900,817,56,2,01:33.5,93475
900,817,57,2,01:34.2,94210
900,825,1,3,01:45.4,105402
900,825,2,3,01:37.4,97435
900,825,3,3,01:37.9,97917
900,825,4,3,01:36.8,96796
900,825,5,3,01:36.8,96766
900,825,6,3,01:35.9,95857
900,825,7,3,01:35.4,95446
900,825,8,3,01:35.8,95752
900,825,9,3,01:35.7,95740
900,825,10,3,01:35.6,95555
900,825,11,3,01:36.2,96194
900,825,12,3,02:16.5,136538
900,825,13,3,02:15.5,135460
900,825,14,3,02:20.8,140764
900,825,15,3,02:14.3,134334
900,825,16,3,01:35.4,95433
900,825,17,3,01:34.1,94139
900,825,18,3,01:34.0,94035
900,825,19,3,01:34.7,94654
900,825,20,3,01:34.9,94867
900,825,21,3,01:34.4,94374
900,825,22,3,01:34.1,94131
900,825,23,3,01:34.6,94551
900,825,24,3,01:34.4,94439
900,825,25,3,01:35.4,95368
900,825,26,3,01:35.9,95860
900,825,27,3,01:36.6,96614
900,825,28,3,01:36.2,96231
900,825,29,3,01:36.3,96264
900,825,30,3,01:35.7,95727
900,825,31,3,01:35.5,95505
900,825,32,3,01:35.6,95626
900,825,33,3,01:35.2,95200
900,825,34,3,01:34.9,94904
900,825,35,3,01:34.7,94728
900,825,36,2,01:35.0,94995
900,825,37,2,01:52.6,112635
900,825,38,3,01:39.1,99130
900,825,39,3,01:32.9,92917
900,825,40,3,01:33.9,93898
900,825,41,3,01:33.1,93144
900,825,42,3,01:33.7,93742
900,825,43,3,01:33.7,93718
900,825,44,3,01:33.1,93112
900,825,45,3,01:34.4,94356
900,825,46,3,01:34.4,94404
900,825,47,3,01:35.2,95249
900,825,48,3,01:33.9,93866
900,825,49,3,01:33.0,92997
900,825,50,3,01:33.0,92987
900,825,51,3,01:33.2,93152
900,825,52,3,01:33.3,93307
900,825,53,3,01:34.2,94237
900,825,54,3,01:33.8,93771
900,825,55,3,01:33.4,93441
900,825,56,3,01:33.1,93125
900,825,57,3,01:34.7,94698
900,807,1,5,01:47.0,106986
900,807,2,4,01:38.4,98359
900,807,3,4,01:36.9,96856
900,807,4,4,01:36.9,96878
900,807,5,4,01:36.4,96352
900,807,6,4,01:36.1,96063
900,807,7,4,01:36.6,96618
900,807,8,4,01:36.3,96306
900,807,9,4,01:36.7,96651
900,807,10,4,01:36.7,96728
900,807,11,4,01:36.9,96877
900,807,12,4,02:16.4,136397
900,807,13,4,02:10.6,130616
900,807,14,4,02:21.0,141039
900,807,15,4,02:13.7,133697
900,807,16,4,01:36.5,96462
900,807,17,4,01:34.9,94943
900,807,18,4,01:35.3,95345
900,807,19,4,01:35.4,95388
900,807,20,4,01:34.9,94903
900,807,21,4,01:34.7,94688
900,807,22,4,01:35.2,95161
900,807,23,4,01:35.2,95209
900,807,24,4,01:35.5,95457
900,807,25,4,01:35.8,95755
900,807,26,4,01:35.8,95759
900,807,27,4,01:35.9,95947
900,807,28,4,01:35.5,95540
900,807,29,4,01:35.9,95901
900,807,30,4,01:36.0,95971
900,807,31,4,01:36.0,95993
900,807,32,4,01:36.1,96077
900,807,33,8,01:55.3,115326
900,807,34,9,01:39.4,99444
900,807,35,9,01:34.1,94123
900,807,36,6,01:35.9,95913
900,807,37,6,01:35.0,95006
900,807,38,6,01:34.9,94925
900,807,39,6,01:34.9,94929
900,807,40,6,01:34.7,94661
900,807,41,6,01:34.9,94857
900,807,42,6,01:35.0,94969
900,807,43,6,01:34.6,94590
900,807,44,6,01:34.3,94296
900,807,45,6,01:34.3,94330
900,807,46,6,01:34.6,94586
900,807,47,6,01:34.6,94600
900,807,48,6,01:34.3,94316
900,807,49,6,01:34.3,94258
900,807,50,6,01:34.6,94570
900,807,51,6,01:33.7,93732
900,807,52,7,01:35.9,95885
900,807,53,7,01:34.2,94222
900,807,54,7,01:34.8,94830
900,807,55,7,01:33.5,93530
900,807,56,7,01:33.2,93210
900,807,57,7,01:33.4,93398
900,4,1,6,01:48.3,108266
900,4,2,6,01:38.6,98611
900,4,3,5,01:37.8,97810
900,4,4,5,01:35.7,95719
900,4,5,5,01:36.2,96205
900,4,6,5,01:35.6,95634
900,4,7,5,01:36.3,96292
900,4,8,5,01:36.5,96460
900,4,9,5,01:36.4,96405
900,4,10,5,01:37.0,96992
900,4,11,5,01:37.7,97667
900,4,12,5,02:19.5,139525
900,4,13,5,02:08.3,128277
900,4,14,5,02:20.4,140389
900,4,15,5,02:12.5,132487
900,4,16,5,01:36.5,96473
900,4,17,5,01:35.5,95451
900,4,18,5,01:35.0,94952
900,4,19,5,01:35.5,95453
900,4,20,5,01:35.1,95143
900,4,21,5,01:34.6,94612
900,4,22,5,01:35.1,95050
900,4,23,5,01:35.3,95300
900,4,24,5,01:35.3,95292
900,4,25,5,01:36.1,96059
900,4,26,5,01:35.8,95797
900,4,27,5,01:35.8,95783
900,4,28,5,01:35.6,95647
900,4,29,5,01:36.3,96275
900,4,30,5,01:35.8,95831
900,4,31,5,01:35.4,95374
900,4,32,5,01:36.2,96190
900,4,33,4,01:35.9,95949
900,4,34,4,01:34.1,94077
900,4,35,7,01:52.8,112828
900,4,36,5,01:40.0,99972
900,4,37,5,01:34.4,94374
900,4,38,5,01:34.6,94570
900,4,39,5,01:34.0,93994
900,4,40,5,01:34.0,93951
900,4,41,5,01:34.1,94092
900,4,42,5,01:34.5,94528
900,4,43,5,01:34.4,94353
900,4,44,5,01:33.4,93446
900,4,45,5,01:34.0,94019
900,4,46,5,01:33.8,93820
900,4,47,5,01:33.8,93812
900,4,48,5,01:33.0,92987
900,4,49,5,01:33.5,93520
900,4,50,5,01:33.5,93468
900,4,51,5,01:33.8,93844
900,4,52,5,01:33.7,93661
900,4,53,5,01:33.1,93078
900,4,54,5,01:33.2,93233
900,4,55,5,01:33.3,93347
900,4,56,5,01:32.6,92616
900,4,57,5,01:35.0,95034
900,818,1,7,01:48.8,108805
900,818,2,7,01:38.6,98579
900,818,3,7,01:39.4,99424
900,818,4,7,01:36.9,96855
900,818,5,8,01:37.6,97592
900,818,6,8,01:36.4,96357
900,818,7,8,01:36.3,96263
900,818,8,8,01:35.8,95798
900,818,9,8,01:36.1,96093
900,818,10,7,01:36.4,96359
900,818,11,7,01:37.0,97041
900,818,12,7,02:23.5,143494
900,818,13,7,02:03.5,123534
900,818,14,7,02:19.7,139749
900,818,15,7,02:12.0,132012
900,818,16,7,01:36.7,96656
900,818,17,7,01:35.5,95525
900,818,18,7,01:35.4,95413
900,818,19,7,01:35.1,95054
900,818,20,7,01:35.1,95074
900,818,21,7,01:34.9,94857
900,818,22,7,01:34.8,94754
900,818,23,7,01:35.5,95461
900,818,24,7,01:35.4,95383
900,818,25,7,01:35.7,95677
900,818,26,7,01:36.2,96250
900,818,27,7,01:36.0,95971
900,818,28,7,01:36.1,96086
900,818,29,7,01:36.0,96011
900,818,30,7,01:35.9,95899
900,818,31,7,01:35.7,95730
900,818,32,6,01:35.9,95943
900,818,33,9,01:55.0,115005
900,818,34,10,01:40.4,100416
900,818,35,10,01:33.9,93864
900,818,36,7,01:34.2,94162
900,818,37,7,01:34.6,94642
900,818,38,7,01:35.1,95097
900,818,39,7,01:35.0,94957
900,818,40,7,01:35.0,95015
900,818,41,7,01:34.8,94791
900,818,42,7,01:35.0,95009
900,818,43,7,01:34.2,94238
900,818,44,7,01:34.4,94379
900,818,45,7,01:34.4,94352
900,818,46,8,01:35.1,95110
900,818,47,8,01:35.8,95825
900,818,48,8,01:34.7,94739
900,818,49,8,01:35.0,95040
900,818,50,8,01:34.9,94858
900,818,51,8,01:34.8,94757
900,818,52,8,01:34.4,94381
900,818,53,9,01:36.4,96361
900,818,54,9,01:34.7,94676
900,818,55,9,01:34.5,94481
900,818,56,9,01:34.4,94366
900,818,57,9,01:34.9,94931
900,8,1,8,01:49.4,109387
900,8,2,8,01:38.6,98630
900,8,3,6,01:37.8,97771
900,8,4,6,01:37.0,97013
900,8,5,6,01:36.1,96092
900,8,6,6,01:35.1,95132
900,8,7,6,01:36.1,96143
900,8,8,7,01:38.1,98122
900,8,9,7,01:36.6,96648
900,8,10,6,01:36.4,96444
900,8,11,6,01:37.3,97253
900,8,12,8,02:26.0,145964
900,8,13,8,02:06.0,126011
900,8,14,8,02:16.0,136028
900,8,15,8,02:11.9,131894
900,8,16,8,01:36.7,96707
900,8,17,8,01:35.5,95480
900,8,18,8,01:35.4,95380
900,8,19,8,01:35.3,95338
900,8,20,8,01:34.8,94756
900,8,21,8,01:34.9,94927
900,8,22,8,01:34.9,94933
900,8,23,8,01:35.3,95305
900,8,24,8,01:35.3,95335
900,8,25,8,01:37.7,97658
900,8,26,8,01:36.0,96037
900,8,27,8,01:35.9,95900
900,8,28,8,01:36.1,96090
900,8,29,8,01:35.3,95268
900,8,30,8,01:35.5,95497
900,8,31,8,01:35.8,95811
900,8,32,7,01:36.1,96080
900,8,33,5,01:36.1,96105
900,8,34,5,01:35.1,95090
900,8,35,5,01:38.4,98352
900,8,36,9,01:54.3,114280
900,8,37,9,01:40.7,100692
900,8,38,9,01:33.9,93896
900,8,39,9,01:34.0,94046
900,8,40,9,01:33.8,93766
900,8,41,9,01:33.9,93883
900,8,42,9,01:33.9,93934
900,8,43,9,01:34.1,94141
900,8,44,9,01:34.2,94178
900,8,45,9,01:34.5,94504
900,8,46,9,01:34.5,94494
900,8,47,9,01:35.0,94957
900,8,48,9,01:34.5,94494
900,8,49,9,01:35.1,95142
900,8,50,9,01:35.3,95259
900,8,51,9,01:34.4,94396
900,8,52,9,01:34.5,94545
900,8,53,8,01:34.8,94802
900,8,54,8,01:33.9,93922
900,8,55,8,01:33.7,93746
900,8,56,8,01:33.7,93691
900,8,57,8,01:35.0,95036
900,826,1,9,01:49.5,109503
900,826,2,9,01:38.8,98797
900,826,3,9,01:39.4,99417
900,826,4,9,01:37.0,97037
900,826,5,9,01:37.0,96992
900,826,6,9,01:36.7,96745
900,826,7,9,01:36.2,96228
900,826,8,9,01:35.9,95862
900,826,9,9,01:35.7,95691
900,826,10,8,01:36.5,96457
900,826,11,8,01:37.3,97299
900,826,12,9,02:30.8,150844
900,826,13,10,02:01.9,121904
900,826,14,10,02:15.9,135891
900,826,15,10,02:11.1,131057
900,826,16,10,01:37.6,97635
900,826,17,9,01:36.3,96322
900,826,18,9,01:35.6,95569
900,826,19,9,01:35.4,95367
900,826,20,9,01:35.3,95265
900,826,21,9,01:35.4,95423
900,826,22,9,01:35.6,95606
900,826,23,9,01:36.4,96361
900,826,24,9,01:35.7,95729
900,826,25,10,01:36.9,96861
900,826,26,10,01:35.8,95848
900,826,27,10,01:35.7,95660
900,826,28,10,01:36.1,96095
900,826,29,10,01:36.1,96076
900,826,30,10,01:35.7,95742
900,826,31,10,01:35.5,95522
900,826,32,9,01:35.4,95448
900,826,33,7,01:35.5,95503
900,826,34,7,01:35.2,95192
900,826,35,6,01:35.6,95592
900,826,36,10,01:55.8,115843
900,826,37,10,01:39.3,99257
900,826,38,10,01:32.6,92634
900,826,39,10,01:33.7,93689
900,826,40,10,01:34.0,93987
900,826,41,10,01:33.7,93704
900,826,42,10,01:33.9,93854
900,826,43,10,01:34.5,94461
900,826,44,10,01:34.7,94730
900,826,45,10,01:35.1,95129
900,826,46,10,01:35.0,95005
900,826,47,10,01:34.9,94946
900,826,48,10,01:35.2,95189
900,826,49,10,01:34.4,94374
900,826,50,10,01:34.5,94516
900,826,51,10,01:34.4,94402
900,826,52,10,01:34.5,94529
900,826,53,10,01:34.6,94615
900,826,54,10,01:34.8,94768
900,826,55,10,01:34.4,94427
900,826,56,10,01:35.9,95883
900,826,57,10,01:35.8,95813
900,18,1,11,01:50.3,110328
900,18,2,11,01:39.0,98968
900,18,3,10,01:38.7,98705
900,18,4,10,01:37.2,97156
900,18,5,10,01:37.1,97120
900,18,6,10,01:36.7,96686
900,18,7,10,01:36.3,96271
900,18,8,10,01:36.1,96079
900,18,9,10,01:36.0,95979
900,18,10,9,01:36.7,96655
900,18,11,9,01:57.8,117843
900,18,12,6,02:00.8,120840
900,18,13,6,02:01.9,121893
900,18,14,6,02:20.6,140580
900,18,15,6,02:12.4,132402
900,18,16,6,01:36.2,96184
900,18,17,6,01:35.4,95402
900,18,18,6,01:35.2,95181
900,18,19,6,01:35.2,95194
900,18,20,6,01:35.3,95341
900,18,21,6,01:34.9,94865
900,18,22,6,01:34.9,94907
900,18,23,6,01:35.4,95413
900,18,24,6,01:35.4,95385
900,18,25,6,01:35.8,95763
900,18,26,6,01:35.9,95856
900,18,27,6,01:36.0,95959
900,18,28,6,01:35.9,95908
900,18,29,6,01:36.0,96014
900,18,30,6,01:35.9,95871
900,18,31,6,01:35.9,95908
900,18,32,10,01:54.0,113971
900,18,33,10,01:39.2,99162
900,18,34,8,01:33.5,93515
900,18,35,8,01:34.5,94497
900,18,36,4,01:34.2,94157
900,18,37,4,01:34.2,94157
900,18,38,4,01:34.0,94036
900,18,39,4,01:34.0,93965
900,18,40,4,01:34.1,94082
900,18,41,4,01:33.9,93918
900,18,42,4,01:33.8,93797
900,18,43,4,01:33.6,93569
900,18,44,4,01:33.4,93358
900,18,45,4,01:34.0,93954
900,18,46,4,01:33.8,93775
900,18,47,4,01:33.5,93539
900,18,48,4,01:33.3,93326
900,18,49,4,01:33.4,93373
900,18,50,4,01:33.4,93440
900,18,51,4,01:33.5,93549
900,18,52,4,01:33.6,93551
900,18,53,4,01:33.5,93453
900,18,54,4,01:33.7,93668
900,18,55,4,01:33.7,93692
900,18,56,4,01:33.4,93391
900,18,57,4,01:33.2,93186
900,828,1,13,01:55.0,115013
900,828,2,13,01:41.3,101262
900,828,3,12,01:39.5,99457
900,828,4,12,01:39.8,99774
900,828,5,11,01:40.3,100308
900,828,6,11,01:40.3,100337
900,828,7,12,01:39.8,99846
900,828,8,13,01:40.9,100867
900,828,9,13,01:39.8,99780
900,828,10,12,01:40.2,100204
900,828,11,12,01:45.9,105911
900,828,12,12,01:57.7,117689
900,828,13,12,01:54.3,114285
900,828,14,12,02:15.3,135290
900,828,15,12,02:11.0,131036
900,828,16,13,01:40.6,100619
900,828,17,15,01:39.9,99917
900,828,18,15,01:38.3,98329
900,828,19,16,01:40.2,100171
900,828,20,16,01:38.8,98815
900,828,21,16,01:39.1,99108
900,828,22,16,01:38.8,98838
900,828,23,17,02:01.3,121336
900,828,24,17,01:43.4,103365
900,828,25,16,01:37.4,97432
900,828,26,16,01:37.1,97064
900,828,27,16,01:39.3,99333
900,813,1,14,01:56.5,116505
900,813,2,14,01:40.5,100456
900,813,3,13,01:40.1,100141
900,813,4,13,01:39.7,99728
900,813,5,13,01:40.5,100548
900,813,6,13,01:39.4,99369
900,813,7,13,01:39.6,99590
900,813,8,12,01:38.9,98909
900,813,9,12,01:38.6,98563
900,813,10,11,01:38.6,98631
900,813,11,11,01:47.5,107540
900,813,12,11,01:58.1,118116
900,813,13,11,01:55.7,115651
900,813,14,11,02:15.4,135353
900,813,15,11,02:11.3,131297
900,813,16,11,01:38.2,98171
900,813,17,11,01:37.3,97332
900,813,18,12,01:38.5,98508
900,813,19,12,01:37.9,97856
900,813,20,12,01:37.5,97453
900,813,21,13,01:38.7,98745
900,813,22,13,01:38.6,98584
900,813,23,14,01:39.3,99261
900,813,24,14,01:37.4,97444
900,813,25,14,01:37.7,97659
900,813,26,14,01:37.6,97559
900,813,27,14,01:38.7,98651
900,813,28,14,01:40.5,100524
900,813,29,15,01:58.8,118825
900,20,1,15,02:01.0,120977
900,20,2,16,01:49.9,109947
900,20,3,16,01:51.5,111460
900,820,1,16,02:05.5,125520
900,820,2,15,01:43.5,103507
900,820,3,14,01:40.4,100425
900,820,4,14,01:38.9,98928
900,820,5,14,01:38.6,98636
900,820,6,14,01:39.5,99455
900,820,7,14,01:39.5,99496
900,820,8,14,01:39.0,98996
900,820,9,15,01:41.0,101036
900,820,10,14,01:39.4,99377
900,820,11,14,01:54.2,114168
900,820,12,14,02:03.4,123376
900,820,13,14,01:48.7,108670
900,820,14,14,02:01.0,120969
900,820,15,14,02:09.6,129623
900,820,16,17,01:43.0,103028
900,820,17,17,01:39.0,98987
900,820,18,17,01:38.6,98560
900,820,19,17,01:38.7,98659
900,820,20,17,01:38.8,98770
900,820,21,17,01:38.9,98863
900,820,22,17,01:39.0,98960
900,820,23,16,01:40.0,100026
900,820,24,16,01:59.4,119399
900,820,25,17,01:43.6,103605
900,820,26,17,01:38.3,98261
900,820,27,17,01:37.3,97256
900,820,28,16,01:38.2,98225
900,820,29,16,01:37.8,97794
900,820,30,15,01:38.9,98872
900,820,31,15,01:38.3,98289
900,820,32,15,01:37.4,97375
900,820,33,15,01:38.6,98597
900,820,34,15,01:37.7,97746
900,820,35,15,01:37.0,97021
900,820,36,15,01:39.7,99663
900,820,37,15,01:37.8,97843
900,820,38,15,01:38.0,97967
900,820,39,15,01:39.8,99754
900,820,40,15,01:38.9,98893
900,820,41,15,01:59.1,119123
900,820,42,15,01:44.1,104098
900,820,43,15,01:36.8,96838
900,820,44,14,01:37.4,97373
900,820,45,14,01:38.1,98085
900,820,46,14,01:36.6,96633
900,820,47,14,01:36.9,96939
900,820,48,14,01:40.1,100071
900,820,49,14,01:39.0,98982
900,820,50,14,01:36.6,96592
900,820,51,14,01:37.1,97126
900,820,52,14,01:36.4,96378
900,820,53,14,01:36.0,95975
900,820,54,14,01:36.6,96626
900,820,55,14,01:35.6,95635
900,154,1,17,02:10.8,130795
900,154,2,17,01:45.6,105629
900,154,3,15,01:38.5,98519
900,154,4,15,01:39.2,99157
900,154,5,15,01:38.5,98493
900,154,6,15,01:37.8,97813
900,154,7,15,01:37.1,97112
900,154,8,15,01:38.0,97993
900,154,9,14,01:38.7,98721
900,154,10,13,01:38.0,97981
900,154,11,13,01:47.5,107480
900,154,12,13,01:58.4,118430
900,154,13,13,01:48.4,108422
900,154,14,13,02:14.5,134470
900,154,15,13,02:10.3,130275
900,154,16,12,01:39.0,99019
900,154,17,13,01:37.7,97693
900,154,18,13,01:36.9,96931
900,154,19,13,01:38.3,98262
900,154,20,14,01:38.1,98078
900,154,21,14,01:37.5,97540
900,154,22,14,01:38.4,98411
900,154,23,13,01:36.6,96573
900,154,24,13,01:36.9,96897
900,154,25,13,01:36.8,96802
900,154,26,13,01:36.9,96890
900,154,27,13,01:36.9,96918
900,154,28,15,01:55.7,115731
900,154,29,14,01:42.3,102283
900,154,30,13,01:34.8,94766
900,154,31,13,01:35.9,95922
900,154,32,13,01:35.1,95137
900,154,33,13,01:35.5,95482
900,154,34,13,01:34.9,94887
900,154,35,12,01:35.4,95351
900,154,36,12,01:35.3,95283
900,154,37,12,01:35.6,95616
900,154,38,12,01:36.4,96432
900,154,39,12,01:35.5,95520
900,154,40,12,01:35.2,95151
900,154,41,12,01:35.3,95327
900,154,42,12,01:34.8,94802
900,154,43,12,01:35.2,95171
900,815,1,18,02:36.7,156707
900,815,2,18,01:44.8,104790
900,815,3,17,01:37.1,97064
900,815,4,16,01:36.5,96510
900,815,5,16,01:36.0,96033
900,815,6,16,01:36.1,96070
900,815,7,16,01:36.1,96087
900,815,8,16,01:37.0,96996
900,815,9,16,01:36.4,96422
900,815,10,15,01:36.4,96384
900,815,11,17,02:09.5,129463
900,815,12,17,02:00.7,120708
900,815,13,17,01:42.7,102694
900,815,14,17,01:52.1,112117
900,815,15,17,02:06.3,126323
900,815,16,15,01:38.3,98259
900,815,17,14,01:35.9,95913
900,815,18,14,01:36.9,96934
900,815,19,14,01:38.0,98028
900,815,20,13,01:37.1,97087
900,815,21,12,01:35.5,95451
900,815,22,12,01:35.1,95138
900,815,23,12,01:36.2,96156
900,815,24,12,01:36.7,96704
900,815,25,12,01:37.1,97106
900,815,26,12,01:36.6,96647
900,815,27,12,01:37.6,97642
900,815,28,12,01:36.8,96786
900,815,29,12,01:37.2,97248
900,815,30,12,01:36.9,96885
900,815,31,12,01:36.9,96944
900,815,32,12,01:55.5,115468
900,815,33,12,01:40.2,100200
900,815,34,12,01:33.4,93366
900,815,35,11,01:33.5,93526
900,815,36,11,01:34.0,93996
900,815,37,11,01:33.7,93687
900,815,38,11,01:34.0,93954
900,815,39,11,01:33.9,93856
900,815,40,11,01:33.6,93601
900,815,41,11,01:34.0,93975
900,815,42,11,01:34.0,94013
900,815,43,11,01:34.2,94176
900,815,44,11,01:34.3,94254
900,815,45,11,01:34.5,94483
900,815,46,11,01:34.3,94254
900,815,47,11,01:35.0,94994
900,815,48,11,01:34.7,94686
900,815,49,11,01:34.9,94925
900,815,50,11,01:35.4,95395
900,815,51,11,01:35.1,95098
900,815,52,11,01:35.3,95328
900,815,53,11,01:35.5,95467
900,815,54,11,01:35.8,95819
900,815,55,11,01:36.1,96080
900,815,56,11,01:39.3,99293
900,815,57,11,01:37.4,97436
900,821,1,19,02:41.9,161894
900,821,2,19,01:45.5,105455
900,821,3,18,01:40.6,100567
900,821,4,17,01:37.4,97400
900,821,5,17,01:36.4,96445
900,821,6,17,01:36.2,96154
900,821,7,17,01:36.0,96033
900,821,8,17,01:36.1,96122
900,821,9,17,01:35.9,95930
900,821,10,17,01:37.5,97507
900,821,11,15,01:54.1,114083
900,821,12,15,01:58.9,118875
900,821,13,15,01:42.0,101993
900,821,14,15,01:57.3,117263
900,821,15,15,02:07.4,127375
900,821,16,16,01:40.6,100635
900,821,17,16,01:38.4,98371
900,821,18,16,01:38.3,98270
900,821,19,15,01:38.8,98815
900,821,20,15,01:37.2,97180
900,821,21,15,01:36.9,96869
900,821,22,15,01:37.8,97752
900,821,23,15,01:37.5,97459
900,821,24,15,01:38.4,98394
900,821,25,15,01:36.6,96623
900,821,26,15,01:36.9,96890
900,821,27,15,01:38.0,97950
900,821,28,13,01:37.3,97272
900,821,29,13,01:37.2,97230
900,821,30,14,01:57.1,117089
900,821,31,14,01:44.5,104522
900,821,32,14,01:34.7,94656
900,821,33,14,01:34.2,94202
900,821,34,14,01:34.5,94485
900,821,35,14,01:34.5,94479
900,821,36,14,01:35.2,95200
900,821,37,14,01:35.2,95203
900,821,38,14,01:35.1,95131
900,821,39,14,01:34.5,94508
900,821,40,14,01:34.8,94774
900,821,41,14,01:34.5,94488
900,821,42,14,01:35.7,95727
900,821,43,14,01:35.4,95408
900,821,44,13,01:35.6,95605
900,821,45,13,01:34.7,94708
900,821,46,13,01:34.6,94595
900,821,47,13,01:34.8,94788
900,821,48,13,01:35.1,95094
900,821,49,13,01:35.3,95291
900,821,50,13,01:37.3,97340
900,821,51,13,01:35.6,95605
900,821,52,13,01:34.8,94829
900,821,53,13,01:35.7,95677
900,821,54,13,01:35.1,95111
900,821,55,13,01:35.8,95840
900,821,56,13,01:35.8,95795
900,824,1,20,14:01.2,841218
900,824,2,20,01:39.5,99460
900,824,3,19,01:38.9,98882
900,824,4,18,01:53.4,113401
900,824,5,18,01:58.3,118319
900,824,6,18,01:42.2,102194
900,824,7,18,02:00.4,120446
900,824,8,18,02:08.7,128732
900,824,9,18,01:41.7,101693
900,824,10,18,01:39.0,98958
900,824,11,18,01:38.3,98303
900,824,12,18,01:39.4,99364
900,824,13,18,01:38.7,98687
900,824,14,18,01:38.7,98700
900,824,15,18,01:39.0,99007
900,824,16,18,01:40.0,100027
900,824,17,18,01:38.3,98274
900,824,18,18,01:37.5,97503
900,824,19,18,01:37.7,97728
900,824,20,18,01:58.2,118244
900,824,21,18,01:44.1,104076
900,824,22,18,01:37.1,97109
900,824,23,18,01:36.2,96220
900,824,24,18,01:36.8,96806
900,824,25,18,01:36.5,96484
900,824,26,18,01:38.3,98302
900,824,27,18,01:37.7,97692
900,824,28,17,01:38.2,98224
900,824,29,17,01:36.8,96819
900,824,30,16,01:36.3,96308
900,824,31,16,01:36.7,96663
900,824,32,16,01:37.3,97308
900,824,33,16,01:37.1,97133
900,824,34,16,01:36.9,96937
900,824,35,16,01:57.1,117075
900,824,36,16,01:43.5,103452
900,824,37,16,01:36.1,96148
900,824,38,16,01:36.3,96263
900,824,39,16,01:38.3,98308
